Date,Roll No,Department,Programme,Entry Time,Exit Time
2024-11-10,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,22:18,03:00
2024-05-16,ENP20037,Energy,Ph.D. in Energy,09:06,13:51
2025-02-04,DEM21290,Design,Master of Design,01:07,03:00
2026-04-14,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,16:32,20:02
2025-07-12,SOM22025,Sociology,M.A. in Sociology,11:49,15:26
2026-04-14,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,10:29,12:22
2026-04-28,PHP23083,Physics,Ph.D. in Physics,14:45,16:48
2025-08-26,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,02:22,03:00
2024-07-17,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,12:05,17:56
2025-01-19,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,01:36,03:00
2025-03-11,BAT23120,Business Administration,Master of Tourism & Travel Management,22:02,23:12
2024-06-26,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,10:29,18:03
2025-05-06,ENP20037,Energy,Ph.D. in Energy,18:56,23:02
2025-08-25,PHP23245,Physics,Ph.D. in Physics,10:25,13:54
2025-06-21,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),02:06,03:00
2025-11-20,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,20:13,23:04
2025-03-21,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,19:20,23:56
2025-10-28,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,14:38,16:54
2025-12-08,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,14:08,14:59
2024-07-30,BAM22077,Business Administration,Master of Business Administration,01:35,03:00
2025-04-26,HIM21244,Hindi,M. A. in Hindi,15:32,17:20
2025-12-20,EGE23009,English,M. A. in English,23:52,03:00
2024-11-24,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),20:50,03:00
2026-03-14,EGE25271,English,M. A. in English,00:42,03:00
2025-08-01,BAM21258,Business Administration,Master of Business Administration,21:14,01:26
2025-09-15,SOP21090,Sociology,Ph.D. in Sociology,12:36,19:54
2025-02-06,SOM21094,Sociology,M.A. in Sociology,17:31,21:21
2025-01-01,PHM20115,Physics,M. Sc. in Physics,22:06,03:00
2025-03-17,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,18:58,02:55
2024-09-19,LLP20138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,11:11,17:32
2025-01-13,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,02:25,03:00
2025-05-19,SOM21094,Sociology,M.A. in Sociology,22:32,00:41
2025-05-05,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,12:45,19:39
2025-08-04,SOP25159,Sociology,Ph.D. in Sociology,01:38,03:00
2025-03-27,PHI20154,Physics,Integrated M. Sc. in Physics,12:40,16:20
2025-01-01,SWM20030,Social Work,M. A. in Social Work,15:35,19:21
2025-07-27,SOP21090,Sociology,Ph.D. in Sociology,11:43,17:51
2026-03-28,COP21145,Commerce,Ph.D. in Commerce,14:46,21:24
2025-07-06,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,19:39,03:00
2025-10-13,PHP25250,Physics,Ph.D. in Physics,22:30,00:09
2025-07-28,HIP24167,Hindi,Ph.D. in Hindi,17:04,17:43
2024-06-05,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,19:49,03:00
2025-05-05,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,23:25,03:00
2026-04-03,PHP21201,Physics,Ph.D. in Physics,17:04,19:18
2024-08-13,CHM23229,Chemical Sciences,M. Sc. in Chemistry,09:02,13:11
2025-09-27,BAM22077,Business Administration,Master of Business Administration,17:57,23:35
2025-06-07,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,21:11,23:05
2026-03-12,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,14:44,18:01
2026-04-10,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,12:29,17:40
2024-10-23,HIM23113,Hindi,M. A. in Hindi,13:37,15:08
2026-02-13,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,19:32,02:18
2025-08-06,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,00:30,03:00
2025-12-18,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,15:15,16:31
2024-07-04,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,01:59,03:00
2025-04-14,BAT21166,Business Administration,Master of Tourism & Travel Management,01:59,03:00
2025-10-25,CEM25182,Civil Engineering,M. Tech. in Civil Engineering,19:28,23:50
2025-08-04,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,12:39,15:53
2024-10-15,COI21021,Commerce,Integrated M. Com.,10:24,13:10
2025-03-08,HIM20022,Hindi,M. A. in Hindi,22:46,03:00
2026-01-18,LAP25185,Law,Ph.D. in Law,16:34,17:27
2025-11-09,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,20:54,02:03
2025-04-25,MEP21050,Mechanical Engineering,Ph.D. in Mechanical Engineering,13:48,18:07
2025-06-08,EDM20259,Education,M. A. in Education,13:55,21:12
2026-02-01,MSM25267,Mathematical Sciences,M. Sc. in Mathematics,17:24,00:31
2025-10-03,PHP25250,Physics,Ph.D. in Physics,20:57,02:50
2025-01-28,EGI21283,English,Integrated M.A. in English,17:29,18:32
2024-09-27,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,16:23,18:55
2024-12-23,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,13:14,17:47
2024-06-29,BAT23120,Business Administration,Master of Tourism & Travel Management,14:56,18:10
2024-05-29,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,19:41,02:04
2025-11-26,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,21:48,22:55
2024-10-08,EGP20243,English,Ph.D. in English,12:00,18:51
2024-06-06,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,14:52,21:44
2024-12-26,PHM20115,Physics,M. Sc. in Physics,16:30,22:36
2025-08-14,HIP21247,Hindi,Ph.D. in Hindi,18:39,02:29
2025-03-26,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,12:01,14:22
2026-01-22,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,22:29,01:53
2025-01-29,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,12:51,19:57
2025-04-29,DEM22034,Design,Master of Design,22:36,03:00
2026-04-28,EDT25237,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,15:04,17:30
2025-04-07,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,09:20,16:39
2024-11-09,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,15:06,15:52
2025-01-07,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,10:39,17:51
2024-10-20,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,20:01,20:31
2026-02-03,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,00:55,03:00
2025-04-08,SOM24143,Sociology,M.A. in Sociology,09:54,13:35
2026-03-29,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,09:29,16:02
2025-02-18,WSM23031,Women Study,M. A. in Women Studies,16:06,21:39
2024-05-29,HIM20093,Hindi,M. A. in Hindi,09:56,11:23
2025-12-23,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,14:57,15:37
2025-10-31,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,15:30,16:17
2025-11-02,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,13:16,18:28
2026-03-09,EEP24268,Electrical Engineering,Ph.D. in Electrical Engineering,09:40,14:59
2026-04-30,CEM25182,Civil Engineering,M. Tech. in Civil Engineering,18:07,01:52
2025-09-03,CHM24270,Chemical Sciences,M. Sc. in Chemistry,14:24,15:42
2025-09-09,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,12:01,17:41
2026-01-03,ENP21038,Energy,Ph.D. in Energy,20:14,23:38
2025-11-14,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,23:51,03:00
2025-09-24,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,18:39,21:14
2024-09-21,MCP21275,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,21:56,03:00
2026-01-12,HIM20022,Hindi,M. A. in Hindi,01:39,03:00
2026-03-23,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),15:57,23:43
2024-12-02,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,16:51,19:54
2025-12-13,EDP20006,Education,Ph.D. in Education,16:07,22:55
2024-08-17,LAM22176,Law,LLM,13:55,17:38
2024-12-19,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,01:19,03:00
2025-11-05,BAT21166,Business Administration,Master of Tourism & Travel Management,20:04,23:46
2025-04-24,FLB23228,Linguistics and Language Technology,BA in Chinese,16:58,22:36
2024-10-11,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,15:43,18:25
2025-08-05,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,22:06,00:53
2026-01-27,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,19:40,01:56
2025-03-04,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,14:49,21:58
2024-12-24,BAT21166,Business Administration,Master of Tourism & Travel Management,13:42,21:09
2024-12-18,BAM22052,Business Administration,Certificate in NSE Academy Certified Capital Market,19:06,22:49
2025-04-07,COM23254,Commerce,M.Com,18:39,01:45
2026-01-25,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,18:38,00:04
2024-08-14,SOM24293,Sociology,M.A. in Sociology,22:13,02:40
2024-07-22,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,10:36,18:07
2025-09-08,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,02:00,03:00
2025-08-16,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,15:20,23:01
2024-11-21,BAT21198,Business Administration,Master of Tourism & Travel Management,12:54,19:04
2025-12-21,EDT25262,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,19:40,22:37
2026-02-07,CTM25173,Cultural Studies,M.A. in Cultural Studies,15:56,21:29
2026-04-22,PHP23122,Physics,Ph.D. in Physics,22:30,03:00
2026-03-29,ASM23284,Assamese,M.A. in Assamese,22:39,03:00
2026-01-23,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,11:07,17:07
2025-07-23,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,17:34,20:22
2025-02-13,ENE24152,Energy,M. Tech in Energy Technology,14:13,15:23
2026-04-28,EDM20101,Education,M. A. in Education,18:31,22:56
2025-09-24,EDM20101,Education,M. A. in Education,16:48,00:38
2026-03-02,SOP22027,Sociology,Ph.D. in Sociology,19:14,02:44
2025-04-12,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,12:14,14:45
2024-12-08,EDM23216,Education,M. A. in Education,01:29,03:00
2025-03-05,BAM22077,Business Administration,Master of Business Administration,22:44,01:58
2025-12-26,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,17:18,22:56
2026-02-11,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,16:27,23:09
2025-10-12,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,00:46,02:53
2024-12-20,DEP20046,Design,Ph.D. in Design,11:03,13:27
2024-08-11,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,20:46,02:20
2026-02-23,EDB24211,Education,B. Ed.,15:39,17:32
2024-09-11,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,16:57,18:31
2024-12-05,SOM22025,Sociology,M.A. in Sociology,17:59,01:40
2025-11-02,EEP23188,Electrical Engineering,Ph.D. in Electrical Engineering,00:51,03:00
2025-03-16,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,10:38,18:07
2025-10-25,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,09:22,15:26
2026-04-29,ENE24069,Energy,M. Tech in Energy Technology,11:45,16:49
2025-08-18,EGE24099,English,M. A. in English,11:11,12:03
2024-09-21,MEP21050,Mechanical Engineering,Ph.D. in Mechanical Engineering,13:48,16:50
2024-09-16,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,14:08,21:56
2024-10-30,COM23254,Commerce,M.Com,12:20,14:46
2025-08-09,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,18:30,20:25
2024-12-07,EDM22149,Education,M. A. in Education,11:09,12:08
2024-10-22,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,20:25,01:37
2026-02-24,COI21021,Commerce,Integrated M. Com.,18:34,23:25
2026-04-26,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,01:32,03:00
2025-08-21,BAP21032,Business Administration,Ph.D. in Business Administration,21:59,22:48
2025-03-15,COM23254,Commerce,M.Com,23:01,00:39
2024-11-02,MEB22068,Mechanical Engineering,B. Tech. in Mechanical Engineering,19:33,00:53
2024-09-04,BAT21215,Business Administration,Master of Tourism & Travel Management,10:34,16:51
2025-10-03,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,11:39,17:48
2024-11-22,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,18:06,22:23
2025-09-23,BAT21215,Business Administration,Master of Tourism & Travel Management,21:49,01:13
2025-08-06,FET24278,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,23:49,02:26
2024-10-04,HIP20165,Hindi,Ph.D. in Hindi,15:31,19:23
2024-10-01,FET24278,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,18:04,20:21
2025-10-17,EGI20110,English,Integrated M.A. in English,17:16,00:18
2024-09-10,DEM21195,Design,Master of Design,10:32,12:51
2025-12-08,SOM22025,Sociology,M.A. in Sociology,15:09,19:30
2024-08-10,SOM23217,Sociology,M.A. in Sociology,21:04,03:00
2026-04-27,EDP24172,Education,Ph.D. in Education,11:43,17:20
2024-08-18,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,00:48,03:00
2025-07-27,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,00:21,03:00
2025-06-08,FEB20140,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,01:32,02:53
2025-04-02,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,18:47,01:37
2025-11-28,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),16:58,22:20
2026-01-27,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,15:55,16:51
2024-06-13,HIM22084,Hindi,M. A. in Hindi,22:12,23:16
2026-04-14,EGE25203,English,M. A. in English,02:26,03:00
2025-11-09,WSP25220,Women Study,Ph.D. in Women Study,20:42,23:49
2026-03-29,CTM25187,Cultural Studies,M.A. in Cultural Studies,00:58,03:00
2025-10-15,SWM20161,Social Work,M. A. in Social Work,14:24,15:46
2026-04-15,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,12:58,13:30
2024-12-13,PHM21075,Physics,M. Sc. in Physics,23:53,03:00
2026-02-25,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),09:55,16:38
2025-06-09,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),11:43,12:14
2025-04-23,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,12:32,19:00
2025-01-07,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,20:24,03:00
2026-03-24,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,16:17,19:21
2024-10-19,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,11:01,12:31
2025-05-08,CSP23239,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,09:21,14:04
2025-01-07,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,15:57,19:49
2025-07-13,ASM23199,Assamese,M.A. in Assamese,13:48,15:12
2026-02-20,MSM25267,Mathematical Sciences,M. Sc. in Mathematics,19:25,00:16
2024-10-15,CHM23229,Chemical Sciences,M. Sc. in Chemistry,09:55,11:18
2025-05-10,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,15:43,19:38
2024-09-12,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,13:20,20:25
2024-09-21,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,18:32,19:25
2025-02-12,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,15:09,16:49
2024-08-24,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,00:01,03:00
2024-10-02,EDE23249,Education,M. Ed.,09:00,14:31
2024-06-06,ASM23284,Assamese,M.A. in Assamese,16:46,00:18
2025-05-17,EDB20226,Education,B. Ed.,17:38,23:31
2024-08-12,BAM22077,Business Administration,Master of Business Administration,02:25,03:00
2025-12-03,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,18:31,22:02
2024-06-09,CHM23229,Chemical Sciences,M. Sc. in Chemistry,19:45,01:17
2025-03-18,WSP22061,Women Study,Ph.D. in Women Study,13:46,19:38
2024-05-03,DEM21195,Design,Master of Design,19:42,23:53
2025-01-20,BAM21258,Business Administration,Master of Business Administration,13:37,16:32
2025-03-30,ENP23158,Energy,Ph.D. in Energy,11:44,17:36
2025-01-22,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,10:48,12:07
2025-03-14,FLB21260,Linguistics and Language Technology,BA in Chinese,20:23,21:23
2026-01-27,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,11:48,13:48
2024-08-06,SWM24175,Social Work,M. A. in Social Work,17:09,18:56
2024-09-20,EEP21016,Electrical Engineering,Ph.D. in Electrical Engineering,02:21,03:00
2025-01-11,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,22:10,02:29
2025-10-09,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,21:08,00:02
2024-05-25,ENP21038,Energy,Ph.D. in Energy,22:31,23:24
2025-11-11,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,01:43,03:00
2025-07-06,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,11:02,14:12
2026-02-04,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),16:54,19:40
2025-07-14,ASP22299,Assamese,Ph.D. in Assamese,20:51,03:00
2025-12-21,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:07,03:00
2025-11-16,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,01:41,03:00
2025-12-31,PHP23245,Physics,Ph.D. in Physics,23:21,02:39
2026-04-17,BAT22148,Business Administration,Master of Tourism & Travel Management,23:15,03:00
2024-05-10,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,01:45,03:00
2025-09-09,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,14:54,22:05
2026-03-15,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,18:42,22:12
2024-11-27,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,01:18,03:00
2025-06-25,EDP20006,Education,Ph.D. in Education,09:02,12:34
2026-03-07,ASP24139,Assamese,Ph.D. in Assamese,15:08,20:09
2025-05-05,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,00:01,02:11
2025-10-26,SWP25079,Social Work,Ph.D. in Social Work,15:00,19:38
2025-12-30,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,11:05,15:37
2025-11-20,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,14:25,15:33
2026-04-07,CTM25187,Cultural Studies,M.A. in Cultural Studies,12:48,16:47
2026-02-16,ENE24152,Energy,M. Tech in Energy Technology,14:53,17:24
2025-10-16,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,09:19,11:05
2024-11-15,EDM23216,Education,M. A. in Education,19:47,22:24
2025-04-27,CHM23087,Chemical Sciences,M. Sc. in Chemistry,16:22,21:35
2025-05-12,BAP20241,Business Administration,Ph.D. in Business Administration,02:15,03:00
2025-04-04,COP24039,Commerce,Ph.D. in Commerce,13:32,15:43
2025-08-29,SOM21094,Sociology,M.A. in Sociology,19:51,20:51
2024-06-27,BAM21097,Business Administration,Master of Business Administration,13:20,15:14
2026-01-28,DEM22034,Design,Master of Design,02:07,03:00
2025-08-16,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,20:16,22:29
2025-11-14,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,23:52,03:00
2026-03-20,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,10:11,13:17
2026-01-23,BAP21032,Business Administration,Ph.D. in Business Administration,09:49,16:44
2025-05-12,PHI21018,Physics,Integrated M. Sc. in Physics,17:33,00:37
2024-12-08,APP21184,Applied Sciences,Ph.D. in Applied Sciences,19:06,21:53
2025-09-18,DEM22034,Design,Master of Design,14:09,17:31
2025-09-26,BAM23180,Business Administration,Master of Business Administration,01:47,03:00
2024-09-23,HIP20165,Hindi,Ph.D. in Hindi,15:01,19:44
2025-08-04,APP25205,Applied Sciences,Ph.D. in Applied Sciences,11:54,12:30
2025-11-24,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,15:40,21:08
2025-02-02,ASP22299,Assamese,Ph.D. in Assamese,14:43,16:50
2025-06-23,APP21028,Applied Sciences,Ph.D. in Applied Sciences,23:47,03:00
2024-06-07,BAT22148,Business Administration,Master of Tourism & Travel Management,09:29,12:08
2025-07-14,ASM23284,Assamese,M.A. in Assamese,09:11,14:17
2025-05-21,MRP20089,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,21:18,22:47
2024-12-26,FET23003,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,13:06,16:03
2024-09-23,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,11:26,16:17
2025-08-26,EDM25292,Education,M. A. in Education,19:10,22:26
2025-03-13,EEP22071,Electrical Engineering,Ph.D. in Electrical Engineering,13:13,19:02
2026-02-10,BAT21198,Business Administration,Master of Tourism & Travel Management,23:17,02:19
2024-05-13,CTM22153,Cultural Studies,M.A. in Cultural Studies,18:12,23:17
2026-01-27,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),19:06,02:59
2026-03-24,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,00:27,03:00
2026-01-15,FET23003,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,10:05,14:01
2024-12-24,ENE24152,Energy,M. Tech in Energy Technology,18:44,01:08
2025-10-11,MEB25036,Mechanical Engineering,B. Tech. in Mechanical Engineering,19:03,01:32
2025-02-23,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:17,02:18
2025-12-28,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,19:34,02:30
2024-11-24,EDB20226,Education,B. Ed.,16:17,21:36
2026-01-18,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,21:20,01:55
2026-04-21,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),14:09,19:22
2024-09-27,HIM21244,Hindi,M. A. in Hindi,17:09,22:07
2026-03-15,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,00:49,03:00
2024-11-17,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,13:33,20:42
2025-06-15,BAT22148,Business Administration,Master of Tourism & Travel Management,16:31,20:58
2025-12-07,ASP24139,Assamese,Ph.D. in Assamese,12:17,18:22
2026-03-29,SWM24175,Social Work,M. A. in Social Work,11:50,18:43
2025-08-24,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,14:33,16:08
2025-01-25,PHP23122,Physics,Ph.D. in Physics,09:21,15:23
2025-03-31,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,15:16,19:58
2025-02-02,BAT23120,Business Administration,Master of Tourism & Travel Management,12:49,18:36
2025-01-03,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,20:28,01:38
2025-11-30,WSP23067,Women Study,Ph.D. in Women Study,02:08,03:00
2025-08-15,BAP24091,Business Administration,Ph.D. in Business Administration,02:03,03:00
2025-09-19,COM25133,Commerce,M.Com,23:32,03:00
2024-07-08,DEP20046,Design,Ph.D. in Design,10:04,11:32
2025-11-02,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,13:37,21:08
2025-04-04,HIP24167,Hindi,Ph.D. in Hindi,20:13,01:51
2025-11-04,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,23:50,03:00
2025-01-13,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,00:35,01:30
2024-08-28,EDM20101,Education,M. A. in Education,17:40,20:09
2025-03-13,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,11:48,16:55
2025-01-06,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,10:52,18:26
2025-06-11,BAT21215,Business Administration,Master of Tourism & Travel Management,15:05,19:56
2025-02-02,EDB24211,Education,B. Ed.,15:44,20:19
2024-05-20,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),12:37,14:52
2025-10-22,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),14:59,17:51
2025-08-28,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,15:10,16:38
2025-08-29,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,09:54,13:37
2024-10-24,COP21145,Commerce,Ph.D. in Commerce,18:53,02:43
2025-05-06,LLP24150,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,09:58,14:42
2025-04-20,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,17:20,00:16
2025-12-05,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,16:29,19:45
2025-05-02,DEM21290,Design,Master of Design,09:06,15:57
2024-07-24,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,10:27,13:35
2025-12-19,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,21:27,22:04
2024-09-22,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,19:43,23:43
2024-10-14,COP24206,Commerce,Ph.D. in Commerce,18:10,22:10
2025-06-15,FLB23255,Linguistics and Language Technology,BA in Chinese,11:00,14:00
2025-07-28,PHM21300,Physics,M. Sc. in Physics,11:00,17:54
2025-05-08,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),17:18,21:44
2025-04-09,SWM20030,Social Work,M. A. in Social Work,10:22,17:58
2026-02-15,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,01:20,03:00
2025-08-16,EEP21016,Electrical Engineering,Ph.D. in Electrical Engineering,12:01,19:04
2024-05-04,WSM23031,Women Study,M. A. in Women Studies,00:47,03:00
2025-04-18,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,11:34,14:15
2025-09-16,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,10:41,12:14
2025-01-30,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,19:57,01:10
2024-12-05,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,16:50,19:32
2025-11-02,EDT25262,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,16:43,23:33
2024-12-13,WSP22061,Women Study,Ph.D. in Women Study,21:52,03:00
