Date,Roll No,Department,Programme,Entry Time,Exit Time,Study_Duration_Hours,Entry_Hour
2025-07-02,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 22:24:00,2026-05-06 01:57:00,-20.45,22
2025-12-28,SWP23026,Social Work,Ph.D. in Social Work,2026-05-06 18:41:00,2026-05-06 00:06:00,-18.583333333333332,18
2024-09-13,CHM21095,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 20:46:00,2026-05-06 01:15:00,-19.516666666666666,20
2025-08-29,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 09:36:00,2026-05-06 12:16:00,2.6666666666666665,9
2025-06-03,HIP20280,Hindi,Ph.D. in Hindi,2026-05-06 09:55:00,2026-05-06 14:34:00,4.65,9
2025-09-05,EGE25203,English,M. A. in English,2026-05-06 09:27:00,2026-05-06 13:27:00,4.0,9
2024-08-18,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 13:19:00,2026-05-06 15:22:00,2.05,13
2026-04-25,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 19:51:00,2026-05-06 01:13:00,-18.633333333333333,19
2026-02-16,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 20:42:00,2026-05-06 22:51:00,2.15,20
2024-10-21,ASM21202,Assamese,M.A. in Assamese,2026-05-06 09:55:00,2026-05-06 15:19:00,5.4,9
2025-02-27,ASP24139,Assamese,Ph.D. in Assamese,2026-05-06 14:18:00,2026-05-06 18:31:00,4.216666666666667,14
2026-02-28,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 09:49:00,2026-05-06 17:29:00,7.666666666666667,9
2025-01-11,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 11:41:00,2026-05-06 18:03:00,6.366666666666666,11
2025-04-17,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 19:09:00,2026-05-06 00:09:00,-19.0,19
2025-03-17,CHM23229,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 19:07:00,2026-05-06 23:08:00,4.016666666666667,19
2024-07-13,EEP22071,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 01:22:00,2026-05-06 03:00:00,1.6333333333333333,1
2025-01-25,WSP20286,Women Study,Ph.D. in Women Study,2026-05-06 10:33:00,2026-05-06 11:39:00,1.1,10
2025-12-25,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 01:31:00,2026-05-06 03:00:00,1.4833333333333334,1
2024-09-29,COP24039,Commerce,Ph.D. in Commerce,2026-05-06 11:42:00,2026-05-06 16:09:00,4.45,11
2024-12-28,EDP22251,Education,Ph.D. in Education,2026-05-06 18:22:00,2026-05-06 23:34:00,5.2,18
2026-01-24,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 19:25:00,2026-05-06 03:00:00,-16.416666666666668,19
2024-06-13,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 15:29:00,2026-05-06 20:10:00,4.683333333333334,15
2024-12-01,WSP22222,Women Study,Ph.D. in Women Study,2026-05-06 19:32:00,2026-05-06 03:00:00,-16.533333333333335,19
2026-03-29,EDB24211,Education,B. Ed.,2026-05-06 00:13:00,2026-05-06 03:00:00,2.783333333333333,0
2026-03-07,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 00:33:00,2026-05-06 01:26:00,0.8833333333333333,0
2024-12-28,ASM20130,Assamese,M.A. in Assamese,2026-05-06 20:07:00,2026-05-06 02:51:00,-17.266666666666666,20
2026-04-05,DEM21057,Design,Master of Design,2026-05-06 19:49:00,2026-05-06 23:39:00,3.8333333333333335,19
2025-08-17,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 00:05:00,2026-05-06 03:00:00,2.9166666666666665,0
2026-01-20,EDM20101,Education,M. A. in Education,2026-05-06 23:45:00,2026-05-06 03:00:00,-20.75,23
2025-02-06,FET23003,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 10:25:00,2026-05-06 18:18:00,7.883333333333334,10
2026-01-02,COM25242,Commerce,M.Com,2026-05-06 21:52:00,2026-05-06 01:00:00,-20.866666666666667,21
2025-12-21,COM21134,Commerce,M.Com,2026-05-06 18:59:00,2026-05-06 23:11:00,4.2,18
2025-12-04,SWM22088,Social Work,M. A. in Social Work,2026-05-06 14:53:00,2026-05-06 20:08:00,5.25,14
2026-02-01,MRP25163,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 13:18:00,2026-05-06 17:52:00,4.566666666666666,13
2026-02-06,EEB24224,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 00:53:00,2026-05-06 03:00:00,2.1166666666666667,0
2026-02-23,EDP22251,Education,Ph.D. in Education,2026-05-06 14:36:00,2026-05-06 19:52:00,5.266666666666667,14
2026-03-03,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 13:04:00,2026-05-06 19:18:00,6.233333333333333,13
2025-06-01,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 10:36:00,2026-05-06 17:47:00,7.183333333333334,10
2025-12-04,SOP22027,Sociology,Ph.D. in Sociology,2026-05-06 13:53:00,2026-05-06 20:42:00,6.816666666666666,13
2025-01-07,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 11:53:00,2026-05-06 13:33:00,1.6666666666666667,11
2025-12-10,BAT24164,Business Administration,Master of Tourism & Travel Management,2026-05-06 10:34:00,2026-05-06 17:29:00,6.916666666666667,10
2025-11-24,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 09:30:00,2026-05-06 10:32:00,1.0333333333333334,9
2025-04-09,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 19:37:00,2026-05-06 23:43:00,4.1,19
2025-05-07,HIM21244,Hindi,M. A. in Hindi,2026-05-06 21:11:00,2026-05-06 02:25:00,-18.766666666666666,21
2024-06-12,HIP20165,Hindi,Ph.D. in Hindi,2026-05-06 20:31:00,2026-05-06 21:06:00,0.5833333333333334,20
2024-11-22,PHP21201,Physics,Ph.D. in Physics,2026-05-06 01:39:00,2026-05-06 03:00:00,1.35,1
2025-05-19,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 20:25:00,2026-05-06 03:00:00,-17.416666666666668,20
2025-08-03,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 21:36:00,2026-05-06 00:53:00,-20.716666666666665,21
2024-12-14,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 01:08:00,2026-05-06 03:00:00,1.8666666666666667,1
2025-08-17,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 22:36:00,2026-05-06 00:09:00,-22.45,22
2024-11-19,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 00:34:00,2026-05-06 01:46:00,1.2,0
2024-11-15,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 23:25:00,2026-05-06 03:00:00,-20.416666666666668,23
2025-12-31,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 22:11:00,2026-05-06 03:00:00,-19.183333333333334,22
2025-11-27,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 11:18:00,2026-05-06 13:06:00,1.8,11
2026-02-13,EDT25237,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 23:27:00,2026-05-06 03:00:00,-20.45,23
2024-08-20,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 10:54:00,2026-05-06 15:46:00,4.866666666666666,10
2025-07-21,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 18:33:00,2026-05-06 23:00:00,4.45,18
2025-09-13,DEP21240,Design,Ph.D. in Design,2026-05-06 09:52:00,2026-05-06 16:28:00,6.6,9
2026-04-17,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 10:16:00,2026-05-06 17:06:00,6.833333333333333,10
2025-11-22,CTM25173,Cultural Studies,M.A. in Cultural Studies,2026-05-06 21:57:00,2026-05-06 23:47:00,1.8333333333333333,21
2024-07-05,EGI21049,English,Integrated M.A. in English,2026-05-06 11:34:00,2026-05-06 15:59:00,4.416666666666667,11
2025-12-05,PHM20115,Physics,M. Sc. in Physics,2026-05-06 19:42:00,2026-05-06 00:27:00,-19.25,19
2024-07-01,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 15:36:00,2026-05-06 17:31:00,1.9166666666666667,15
2025-09-10,BAM21097,Business Administration,Master of Business Administration,2026-05-06 13:36:00,2026-05-06 20:27:00,6.85,13
2024-11-17,LLP20138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 10:34:00,2026-05-06 13:36:00,3.033333333333333,10
2025-09-08,SOM22025,Sociology,M.A. in Sociology,2026-05-06 20:54:00,2026-05-06 01:19:00,-19.583333333333332,20
2025-08-03,PHI21018,Physics,Integrated M. Sc. in Physics,2026-05-06 14:45:00,2026-05-06 21:02:00,6.283333333333333,14
2026-04-08,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 15:34:00,2026-05-06 22:09:00,6.583333333333333,15
2025-09-30,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 14:06:00,2026-05-06 17:52:00,3.7666666666666666,14
2024-07-19,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 16:31:00,2026-05-06 22:28:00,5.95,16
2025-03-26,CHM24270,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 02:14:00,2026-05-06 03:00:00,0.7666666666666667,2
2024-05-04,COI23128,Commerce,Integrated M. Com.,2026-05-06 15:25:00,2026-05-06 21:01:00,5.6,15
2026-01-19,ASM23284,Assamese,M.A. in Assamese,2026-05-06 16:10:00,2026-05-06 16:50:00,0.6666666666666666,16
2026-04-01,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 22:26:00,2026-05-06 02:26:00,-20.0,22
2024-06-24,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 11:53:00,2026-05-06 12:57:00,1.0666666666666667,11
2026-04-22,COM23190,Commerce,M.Com,2026-05-06 20:08:00,2026-05-06 03:00:00,-17.133333333333333,20
2026-02-16,SOP25159,Sociology,Ph.D. in Sociology,2026-05-06 22:55:00,2026-05-06 03:00:00,-19.916666666666668,22
2025-11-20,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 20:41:00,2026-05-06 03:00:00,-17.683333333333334,20
2025-11-12,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 20:05:00,2026-05-06 02:59:00,-17.1,20
2025-05-26,DEP20046,Design,Ph.D. in Design,2026-05-06 17:00:00,2026-05-06 20:10:00,3.1666666666666665,17
2026-03-27,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 13:22:00,2026-05-06 19:55:00,6.55,13
2024-08-25,COI21021,Commerce,Integrated M. Com.,2026-05-06 09:01:00,2026-05-06 13:46:00,4.75,9
2025-03-27,PHI24246,Physics,Integrated M. Sc. in Physics,2026-05-06 17:32:00,2026-05-06 18:22:00,0.8333333333333334,17
2025-12-09,EDM20259,Education,M. A. in Education,2026-05-06 13:36:00,2026-05-06 20:38:00,7.033333333333333,13
2026-05-01,MSB22008,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 19:00:00,2026-05-06 20:21:00,1.35,19
2025-08-01,FET24278,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 09:56:00,2026-05-06 15:46:00,5.833333333333333,9
2025-09-10,CTM25187,Cultural Studies,M.A. in Cultural Studies,2026-05-06 11:46:00,2026-05-06 13:03:00,1.2833333333333334,11
2025-08-02,COM25242,Commerce,M.Com,2026-05-06 14:28:00,2026-05-06 16:30:00,2.033333333333333,14
2024-09-14,EGE23009,English,M. A. in English,2026-05-06 09:28:00,2026-05-06 16:40:00,7.2,9
2024-11-04,WSP22061,Women Study,Ph.D. in Women Study,2026-05-06 00:42:00,2026-05-06 03:00:00,2.3,0
2025-12-30,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 18:19:00,2026-05-06 00:23:00,-17.933333333333334,18
2025-09-19,HIM22084,Hindi,M. A. in Hindi,2026-05-06 12:08:00,2026-05-06 16:34:00,4.433333333333334,12
2024-09-30,DEM22034,Design,Master of Design,2026-05-06 23:22:00,2026-05-06 03:00:00,-20.366666666666667,23
2025-05-05,PHM20115,Physics,M. Sc. in Physics,2026-05-06 19:53:00,2026-05-06 01:53:00,-18.0,19
2024-08-03,HIM20093,Hindi,M. A. in Hindi,2026-05-06 13:47:00,2026-05-06 15:23:00,1.6,13
2025-08-24,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 21:26:00,2026-05-06 23:12:00,1.7666666666666666,21
2025-12-11,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 16:39:00,2026-05-06 21:44:00,5.083333333333333,16
2026-02-19,PHI25043,Physics,Integrated M. Sc. in Physics,2026-05-06 10:45:00,2026-05-06 11:32:00,0.7833333333333333,10
2026-04-01,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 22:32:00,2026-05-06 03:00:00,-19.533333333333335,22
2025-02-15,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 15:40:00,2026-05-06 17:21:00,1.6833333333333333,15
2024-12-03,HIM20177,Hindi,M. A. in Hindi,2026-05-06 09:35:00,2026-05-06 17:07:00,7.533333333333333,9
2024-06-09,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),2026-05-06 13:52:00,2026-05-06 19:15:00,5.383333333333334,13
2025-05-06,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 13:24:00,2026-05-06 17:20:00,3.933333333333333,13
2026-04-16,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 00:47:00,2026-05-06 01:26:00,0.65,0
2025-07-04,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 22:30:00,2026-05-06 00:47:00,-21.716666666666665,22
2025-11-22,WSP25220,Women Study,Ph.D. in Women Study,2026-05-06 01:52:00,2026-05-06 03:00:00,1.1333333333333333,1
2025-11-25,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 17:57:00,2026-05-06 01:14:00,-16.716666666666665,17
2024-07-02,ASM23199,Assamese,M.A. in Assamese,2026-05-06 10:06:00,2026-05-06 11:36:00,1.5,10
2026-01-30,BAT21166,Business Administration,Master of Tourism & Travel Management,2026-05-06 14:49:00,2026-05-06 19:50:00,5.016666666666667,14
2025-05-30,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 02:03:00,2026-05-06 03:00:00,0.95,2
2026-02-24,CHI23232,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 19:00:00,2026-05-06 22:08:00,3.1333333333333333,19
2025-05-04,SWM22088,Social Work,M. A. in Social Work,2026-05-06 09:12:00,2026-05-06 14:03:00,4.85,9
2024-05-30,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 22:43:00,2026-05-06 03:00:00,-19.716666666666665,22
2025-10-05,DEP20046,Design,Ph.D. in Design,2026-05-06 15:02:00,2026-05-06 20:01:00,4.983333333333333,15
2025-12-27,EGE25203,English,M. A. in English,2026-05-06 22:54:00,2026-05-06 03:00:00,-19.9,22
2026-03-04,MRP25163,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 00:24:00,2026-05-06 03:00:00,2.6,0
2025-08-05,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 16:08:00,2026-05-06 20:05:00,3.95,16
2026-01-07,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 18:51:00,2026-05-06 01:05:00,-17.766666666666666,18
2025-08-08,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 12:59:00,2026-05-06 20:59:00,8.0,12
2025-12-04,EGE25271,English,M. A. in English,2026-05-06 18:41:00,2026-05-06 01:24:00,-17.283333333333335,18
2025-11-11,EDE25291,Education,M. Ed.,2026-05-06 15:14:00,2026-05-06 18:03:00,2.816666666666667,15
2025-10-04,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 22:39:00,2026-05-06 02:30:00,-20.15,22
2025-05-24,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 01:35:00,2026-05-06 03:00:00,1.4166666666666667,1
2025-04-30,EDM20259,Education,M. A. in Education,2026-05-06 23:17:00,2026-05-06 00:48:00,-22.483333333333334,23
2025-01-26,COP24039,Commerce,Ph.D. in Commerce,2026-05-06 19:48:00,2026-05-06 23:08:00,3.3333333333333335,19
2024-09-01,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,2026-05-06 02:28:00,2026-05-06 03:00:00,0.5333333333333333,2
2025-03-06,DEM24129,Design,Master of Design,2026-05-06 18:19:00,2026-05-06 23:46:00,5.45,18
2025-10-05,ASP24139,Assamese,Ph.D. in Assamese,2026-05-06 21:50:00,2026-05-06 23:46:00,1.9333333333333333,21
2025-03-18,DEM21290,Design,Master of Design,2026-05-06 19:09:00,2026-05-06 20:37:00,1.4666666666666666,19
2026-01-10,EGI21049,English,Integrated M.A. in English,2026-05-06 15:04:00,2026-05-06 21:26:00,6.366666666666666,15
2025-04-04,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,2026-05-06 22:25:00,2026-05-06 01:21:00,-21.066666666666666,22
2026-02-27,SOM21094,Sociology,M.A. in Sociology,2026-05-06 13:24:00,2026-05-06 13:59:00,0.5833333333333334,13
2025-09-11,EGI20110,English,Integrated M.A. in English,2026-05-06 23:28:00,2026-05-06 03:00:00,-20.466666666666665,23
2026-02-03,CHM23087,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 18:17:00,2026-05-06 22:04:00,3.783333333333333,18
2024-10-05,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 09:30:00,2026-05-06 15:25:00,5.916666666666667,9
2024-06-22,HIM20093,Hindi,M. A. in Hindi,2026-05-06 13:44:00,2026-05-06 21:03:00,7.316666666666666,13
2024-10-02,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 11:45:00,2026-05-06 15:51:00,4.1,11
2026-03-13,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 16:55:00,2026-05-06 20:00:00,3.0833333333333335,16
2024-08-13,PHM21196,Physics,M. Sc. in Physics,2026-05-06 18:57:00,2026-05-06 01:22:00,-17.583333333333332,18
2024-05-05,EGP20243,English,Ph.D. in English,2026-05-06 18:52:00,2026-05-06 23:26:00,4.566666666666666,18
2025-03-14,EDM22210,Education,M. A. in Education,2026-05-06 12:44:00,2026-05-06 13:40:00,0.9333333333333333,12
2026-01-07,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 02:23:00,2026-05-06 03:00:00,0.6166666666666667,2
2025-10-12,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 00:51:00,2026-05-06 03:00:00,2.15,0
2026-01-16,EGE25271,English,M. A. in English,2026-05-06 18:10:00,2026-05-06 00:13:00,-17.95,18
2025-11-20,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 01:53:00,2026-05-06 03:00:00,1.1166666666666667,1
2025-01-26,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 11:41:00,2026-05-06 13:59:00,2.3,11
2025-09-21,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 23:02:00,2026-05-06 00:10:00,-22.866666666666667,23
2025-07-07,SOM24143,Sociology,M.A. in Sociology,2026-05-06 20:05:00,2026-05-06 03:00:00,-17.083333333333332,20
2024-12-27,MEP21050,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 11:09:00,2026-05-06 13:00:00,1.85,11
2024-12-22,SWM20161,Social Work,M. A. in Social Work,2026-05-06 21:01:00,2026-05-06 03:00:00,-18.016666666666666,21
2024-09-10,BAP24091,Business Administration,Ph.D. in Business Administration,2026-05-06 17:47:00,2026-05-06 01:25:00,-16.366666666666667,17
2024-06-27,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 11:40:00,2026-05-06 14:24:00,2.7333333333333334,11
2025-04-23,PHP23122,Physics,Ph.D. in Physics,2026-05-06 15:37:00,2026-05-06 19:56:00,4.316666666666666,15
2025-10-29,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 09:42:00,2026-05-06 15:59:00,6.283333333333333,9
2025-08-06,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 13:43:00,2026-05-06 19:14:00,5.516666666666667,13
2026-03-31,EDM20259,Education,M. A. in Education,2026-05-06 17:21:00,2026-05-06 21:22:00,4.016666666666667,17
2025-02-26,FLB23228,Linguistics and Language Technology,BA in Chinese,2026-05-06 00:11:00,2026-05-06 03:00:00,2.816666666666667,0
2025-05-27,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 14:53:00,2026-05-06 15:25:00,0.5333333333333333,14
2025-12-27,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 10:22:00,2026-05-06 10:53:00,0.5166666666666667,10
2026-01-10,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 14:38:00,2026-05-06 17:30:00,2.8666666666666667,14
2024-06-14,LAP22136,Law,Ph.D. in Law,2026-05-06 18:14:00,2026-05-06 21:48:00,3.566666666666667,18
2025-01-25,EEP24268,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 15:57:00,2026-05-06 17:55:00,1.9666666666666666,15
2025-03-31,PHM21196,Physics,M. Sc. in Physics,2026-05-06 22:04:00,2026-05-06 23:14:00,1.1666666666666667,22
2026-04-28,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 18:18:00,2026-05-06 00:29:00,-17.816666666666666,18
2026-04-05,APP25205,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 10:26:00,2026-05-06 12:50:00,2.4,10
2025-11-16,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 00:31:00,2026-05-06 03:00:00,2.4833333333333334,0
2025-09-03,BAM21097,Business Administration,Master of Business Administration,2026-05-06 12:22:00,2026-05-06 16:34:00,4.2,12
2024-06-22,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 18:15:00,2026-05-06 22:57:00,4.7,18
2024-08-28,CTM22153,Cultural Studies,M.A. in Cultural Studies,2026-05-06 15:53:00,2026-05-06 23:31:00,7.633333333333334,15
2024-08-16,SOM21094,Sociology,M.A. in Sociology,2026-05-06 10:28:00,2026-05-06 11:10:00,0.7,10
2025-02-16,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 12:27:00,2026-05-06 13:08:00,0.6833333333333333,12
2025-11-02,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 16:26:00,2026-05-06 17:30:00,1.0666666666666667,16
2024-07-05,SWM20161,Social Work,M. A. in Social Work,2026-05-06 09:31:00,2026-05-06 14:48:00,5.283333333333333,9
2025-01-24,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 13:06:00,2026-05-06 20:27:00,7.35,13
2025-09-07,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 15:50:00,2026-05-06 23:11:00,7.35,15
2024-05-19,DEM21017,Design,Master of Design,2026-05-06 21:30:00,2026-05-06 00:03:00,-21.45,21
2025-02-06,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 18:57:00,2026-05-06 22:09:00,3.2,18
2026-03-25,CTM25187,Cultural Studies,M.A. in Cultural Studies,2026-05-06 01:13:00,2026-05-06 03:00:00,1.7833333333333334,1
2024-11-17,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 12:13:00,2026-05-06 16:43:00,4.5,12
2024-08-17,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 09:55:00,2026-05-06 13:48:00,3.8833333333333333,9
2024-09-29,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 11:46:00,2026-05-06 12:17:00,0.5166666666666667,11
2025-02-01,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,2026-05-06 12:30:00,2026-05-06 16:42:00,4.2,12
2025-11-05,WSP20286,Women Study,Ph.D. in Women Study,2026-05-06 21:57:00,2026-05-06 03:00:00,-18.95,21
2024-09-25,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 09:01:00,2026-05-06 15:42:00,6.683333333333334,9
2024-10-24,COP24039,Commerce,Ph.D. in Commerce,2026-05-06 21:38:00,2026-05-06 03:00:00,-18.633333333333333,21
2025-11-25,ASM20130,Assamese,M.A. in Assamese,2026-05-06 09:29:00,2026-05-06 16:12:00,6.716666666666667,9
2026-03-10,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 02:30:00,2026-05-06 03:00:00,0.5,2
2025-09-21,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 14:56:00,2026-05-06 19:48:00,4.866666666666666,14
2025-03-24,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 15:11:00,2026-05-06 18:01:00,2.8333333333333335,15
2025-11-30,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 00:47:00,2026-05-06 03:00:00,2.216666666666667,0
2024-09-14,EGE22235,English,M. A. in English,2026-05-06 10:13:00,2026-05-06 13:18:00,3.0833333333333335,10
2025-03-24,PHM20115,Physics,M. Sc. in Physics,2026-05-06 23:02:00,2026-05-06 02:28:00,-20.566666666666666,23
2025-02-05,COP24206,Commerce,Ph.D. in Commerce,2026-05-06 18:19:00,2026-05-06 23:44:00,5.416666666666667,18
2024-12-09,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 22:49:00,2026-05-06 23:19:00,0.5,22
2025-10-28,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 16:54:00,2026-05-06 21:33:00,4.65,16
2025-10-26,EDB24211,Education,B. Ed.,2026-05-06 17:17:00,2026-05-06 21:36:00,4.316666666666666,17
2024-09-25,WSP22061,Women Study,Ph.D. in Women Study,2026-05-06 21:01:00,2026-05-06 21:54:00,0.8833333333333333,21
2025-10-23,HIM20177,Hindi,M. A. in Hindi,2026-05-06 09:39:00,2026-05-06 17:13:00,7.566666666666666,9
2025-06-05,WSP20286,Women Study,Ph.D. in Women Study,2026-05-06 18:27:00,2026-05-06 23:11:00,4.733333333333333,18
2025-09-05,SOM24143,Sociology,M.A. in Sociology,2026-05-06 17:44:00,2026-05-06 21:17:00,3.55,17
2025-10-20,CTM25173,Cultural Studies,M.A. in Cultural Studies,2026-05-06 19:32:00,2026-05-06 00:43:00,-18.816666666666666,19
